Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
2022-11-11,8:00p,Milwaukee Bucks,93,San Antonio Spurs,111,https://www.basketball-reference.com//boxscores/202211110SAS.html,,"15,642",AT&T Center,
2022-11-11,9:30p,Minnesota Timberwolves,103,Memphis Grizzlies,114,https://www.basketball-reference.com//boxscores/202211110MEM.html,,"16,939",FedEx Forum,
2022-11-11,10:00p,Cleveland Cavaliers,101,Golden State Warriors,106,https://www.basketball-reference.com//boxscores/202211110GSW.html,,"18,064",Chase Center,
2022-11-11,10:30p,Sacramento Kings,120,Los Angeles Lakers,114,https://www.basketball-reference.com//boxscores/202211110LAL.html,,"17,849",Crypto.com Arena,
2022-11-12,4:00p,Brooklyn Nets,110,Los Angeles Clippers,95,https://www.basketball-reference.com//boxscores/202211120LAC.html,,"17,777",Crypto.com Arena,
2022-11-12,6:00p,Utah Jazz,112,Washington Wizards,121,https://www.basketball-reference.com//boxscores/202211120WAS.html,,"13,673",Capital One Arena,
2022-11-12,7:00p,Boston Celtics,117,Detroit Pistons,108,https://www.basketball-reference.com//boxscores/202211120DET.html,,"20,190",Little Caesars Arena,
2022-11-12,7:00p,Toronto Raptors,104,Indiana Pacers,118,https://www.basketball-reference.com//boxscores/202211120IND.html,,"13,089",Gainbridge Fieldhouse,
2022-11-12,7:30p,Atlanta Hawks,109,Philadelphia 76ers,121,https://www.basketball-reference.com//boxscores/202211120PHI.html,,"20,245",Wells Fargo Center,
2022-11-12,8:00p,Charlotte Hornets,115,Miami Heat,132,https://www.basketball-reference.com//boxscores/202211120MIA.html,,"19,600",Kaseya Center,
2022-11-12,8:30p,Portland Trail Blazers,112,Dallas Mavericks,117,https://www.basketball-reference.com//boxscores/202211120DAL.html,,"20,277",American Airlines Center,
2022-11-12,8:30p,Houston Rockets,106,New Orleans Pelicans,119,https://www.basketball-reference.com//boxscores/202211120NOP.html,,"15,367",Smoothie King Center,
2022-11-13,12:00p,Oklahoma City Thunder,145,New York Knicks,135,https://www.basketball-reference.com//boxscores/202211130NYK.html,,"18,325",Madison Square Garden (IV),
2022-11-13,6:00p,Minnesota Timberwolves,129,Cleveland Cavaliers,124,https://www.basketball-reference.com//boxscores/202211130CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2022-11-13,6:00p,Memphis Grizzlies,92,Washington Wizards,102,https://www.basketball-reference.com//boxscores/202211130WAS.html,,"17,667",Capital One Arena,
2022-11-13,7:30p,Utah Jazz,98,Philadelphia 76ers,105,https://www.basketball-reference.com//boxscores/202211130PHI.html,,"19,761",Wells Fargo Center,
2022-11-13,8:00p,Denver Nuggets,126,Chicago Bulls,103,https://www.basketball-reference.com//boxscores/202211130CHI.html,,"21,602",United Center,
2022-11-13,9:00p,Golden State Warriors,115,Sacramento Kings,122,https://www.basketball-reference.com//boxscores/202211130SAC.html,,"16,410",Golden 1 Center,
2022-11-13,9:30p,Brooklyn Nets,103,Los Angeles Lakers,116,https://www.basketball-reference.com//boxscores/202211130LAL.html,,"18,040",Crypto.com Arena,
2022-11-14,7:00p,Toronto Raptors,115,Detroit Pistons,111,https://www.basketball-reference.com//boxscores/202211140DET.html,,"16,988",Little Caesars Arena,
2022-11-14,7:00p,Charlotte Hornets,112,Orlando Magic,105,https://www.basketball-reference.com//boxscores/202211140ORL.html,,"15,018",Amway Center,
2022-11-14,7:30p,Oklahoma City Thunder,122,Boston Celtics,126,https://www.basketball-reference.com//boxscores/202211140BOS.html,,,TD Garden,
2022-11-14,7:30p,Phoenix Suns,112,Miami Heat,113,https://www.basketball-reference.com//boxscores/202211140MIA.html,,"19,600",Kaseya Center,
2022-11-14,8:00p,Los Angeles Clippers,122,Houston Rockets,106,https://www.basketball-reference.com//boxscores/202211140HOU.html,,"16,098",Toyota Center,
2022-11-14,8:00p,Atlanta Hawks,121,Milwaukee Bucks,106,https://www.basketball-reference.com//boxscores/202211140MIL.html,,"17,341",Fiserv Forum,
2022-11-14,10:00p,San Antonio Spurs,95,Golden State Warriors,132,https://www.basketball-reference.com//boxscores/202211140GSW.html,,"18,064",Chase Center,
2022-11-15,7:30p,Memphis Grizzlies,102,New Orleans Pelicans,113,https://www.basketball-reference.com//boxscores/202211150NOP.html,,"14,032",Smoothie King Center,
2022-11-15,8:30p,Los Angeles Clippers,101,Dallas Mavericks,103,https://www.basketball-reference.com//boxscores/202211150DAL.html,,"19,810",American Airlines Center,
2022-11-15,9:00p,New York Knicks,118,Utah Jazz,111,https://www.basketball-reference.com//boxscores/202211150UTA.html,,"18,206",Vivint Arena,
2022-11-15,10:00p,San Antonio Spurs,110,Portland Trail Blazers,117,https://www.basketball-reference.com//boxscores/202211150POR.html,,"19,012",Moda Center,
2022-11-15,10:00p,Brooklyn Nets,121,Sacramento Kings,153,https://www.basketball-reference.com//boxscores/202211150SAC.html,,"17,611",Golden 1 Center,
2022-11-16,7:00p,Indiana Pacers,125,Charlotte Hornets,113,https://www.basketball-reference.com//boxscores/202211160CHO.html,,"14,756",Spectrum Center,
2022-11-16,7:00p,Minnesota Timberwolves,126,Orlando Magic,108,https://www.basketball-reference.com//boxscores/202211160ORL.html,,"16,527",Amway Center,
2022-11-16,7:00p,Oklahoma City Thunder,121,Washington Wizards,120,https://www.basketball-reference.com//boxscores/202211160WAS.html,,"12,630",Capital One Arena,
2022-11-16,7:30p,Boston Celtics,126,Atlanta Hawks,101,https://www.basketball-reference.com//boxscores/202211160ATL.html,,"18,165",State Farm Arena,
2022-11-16,7:30p,Miami Heat,104,Toronto Raptors,112,https://www.basketball-reference.com//boxscores/202211160TOR.html,,"19,800",Scotiabank Arena,
2022-11-16,8:00p,Cleveland Cavaliers,98,Milwaukee Bucks,113,https://www.basketball-reference.com//boxscores/202211160MIL.html,,"17,341",Fiserv Forum,
2022-11-16,8:00p,Chicago Bulls,110,New Orleans Pelicans,124,https://www.basketball-reference.com//boxscores/202211160NOP.html,,"14,658",Smoothie King Center,
2022-11-16,8:30p,Houston Rockets,101,Dallas Mavericks,92,https://www.basketball-reference.com//boxscores/202211160DAL.html,,"19,602",American Airlines Center,
2022-11-16,10:00p,New York Knicks,106,Denver Nuggets,103,https://www.basketball-reference.com//boxscores/202211160DEN.html,,"18,210",Ball Arena,
2022-11-16,10:00p,Golden State Warriors,119,Phoenix Suns,130,https://www.basketball-reference.com//boxscores/202211160PHO.html,,"17,071",Footprint Center,
2022-11-17,10:00p,Brooklyn Nets,109,Portland Trail Blazers,107,https://www.basketball-reference.com//boxscores/202211170POR.html,,"19,393",Moda Center,
2022-11-17,10:00p,San Antonio Spurs,112,Sacramento Kings,130,https://www.basketball-reference.com//boxscores/202211170SAC.html,,"16,522",Golden 1 Center,
2022-11-17,10:30p,Detroit Pistons,91,Los Angeles Clippers,96,https://www.basketball-reference.com//boxscores/202211170LAC.html,,"17,822",Crypto.com Arena,
2022-11-18,7:00p,Miami Heat,106,Washington Wizards,107,https://www.basketball-reference.com//boxscores/202211180WAS.html,OT,"18,772",Capital One Arena,
2022-11-18,7:30p,Charlotte Hornets,122,Cleveland Cavaliers,132,https://www.basketball-reference.com//boxscores/202211180CLE.html,2OT,"19,432",Rocket Mortgage Fieldhouse,
2022-11-18,7:30p,Milwaukee Bucks,102,Philadelphia 76ers,110,https://www.basketball-reference.com//boxscores/202211180PHI.html,,"19,769",Wells Fargo Center,
2022-11-18,8:00p,Orlando Magic,108,Chicago Bulls,107,https://www.basketball-reference.com//boxscores/202211180CHI.html,,"21,031",United Center,
2022-11-18,8:00p,Indiana Pacers,99,Houston Rockets,91,https://www.basketball-reference.com//boxscores/202211180HOU.html,,"15,882",Toyota Center,
2022-11-18,8:00p,Oklahoma City Thunder,110,Memphis Grizzlies,121,https://www.basketball-reference.com//boxscores/202211180MEM.html,,"17,324",FedEx Forum,
2022-11-18,8:30p,Denver Nuggets,99,Dallas Mavericks,127,https://www.basketball-reference.com//boxscores/202211180DAL.html,,"20,135",American Airlines Center,
2022-11-18,8:30p,Boston Celtics,117,New Orleans Pelicans,109,https://www.basketball-reference.com//boxscores/202211180NOP.html,,"17,828",Smoothie King Center,
2022-11-18,9:00p,Phoenix Suns,133,Utah Jazz,134,https://www.basketball-reference.com//boxscores/202211180UTA.html,,"18,206",Vivint Arena,
2022-11-18,10:00p,New York Knicks,101,Golden State Warriors,111,https://www.basketball-reference.com//boxscores/202211180GSW.html,,"18,064",Chase Center,
2022-11-18,10:30p,Detroit Pistons,121,Los Angeles Lakers,128,https://www.basketball-reference.com//boxscores/202211180LAL.html,,"18,095",Crypto.com Arena,
2022-11-19,6:00p,Toronto Raptors,122,Atlanta Hawks,124,https://www.basketball-reference.com//boxscores/202211190ATL.html,OT,"18,051",State Farm Arena,
2022-11-19,7:00p,Orlando Magic,113,Indiana Pacers,114,https://www.basketball-reference.com//boxscores/202211190IND.html,,"14,478",Gainbridge Fieldhouse,
2022-11-19,7:30p,Minnesota Timberwolves,112,Philadelphia 76ers,109,https://www.basketball-reference.com//boxscores/202211190PHI.html,,"20,515",Wells Fargo Center,
2022-11-19,10:00p,Utah Jazz,118,Portland Trail Blazers,113,https://www.basketball-reference.com//boxscores/202211190POR.html,,"19,595",Moda Center,
2022-11-19,10:30p,San Antonio Spurs,97,Los Angeles Clippers,119,https://www.basketball-reference.com//boxscores/202211190LAC.html,,"18,581",Crypto.com Arena,
2022-11-20,3:30p,New York Knicks,95,Phoenix Suns,116,https://www.basketball-reference.com//boxscores/202211200PHO.html,,"17,071",Footprint Center,
2022-11-20,6:00p,Detroit Pistons,129,Sacramento Kings,137,https://www.basketball-reference.com//boxscores/202211200SAC.html,,"17,866",Golden 1 Center,
2022-11-20,6:00p,Charlotte Hornets,102,Washington Wizards,106,https://www.basketball-reference.com//boxscores/202211200WAS.html,,"14,289",Capital One Arena,
2022-11-20,7:00p,Memphis Grizzlies,115,Brooklyn Nets,127,https://www.basketball-reference.com//boxscores/202211200BRK.html,,"18,241",Barclays Center,
2022-11-20,7:00p,Miami Heat,87,Cleveland Cavaliers,113,https://www.basketball-reference.com//boxscores/202211200CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2022-11-20,7:00p,Golden State Warriors,127,Houston Rockets,120,https://www.basketball-reference.com//boxscores/202211200HOU.html,,"18,055",Toyota Center,
2022-11-20,7:30p,Denver Nuggets,98,Dallas Mavericks,97,https://www.basketball-reference.com//boxscores/202211200DAL.html,,"20,244",American Airlines Center,
2022-11-20,9:30p,San Antonio Spurs,92,Los Angeles Lakers,123,https://www.basketball-reference.com//boxscores/202211200LAL.html,,"18,211",Crypto.com Arena,
2022-11-21,7:00p,Atlanta Hawks,102,Cleveland Cavaliers,114,https://www.basketball-reference.com//boxscores/202211210CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2022-11-21,7:00p,Orlando Magic,102,Indiana Pacers,123,https://www.basketball-reference.com//boxscores/202211210IND.html,,"14,029",Gainbridge Fieldhouse,
2022-11-21,8:00p,Boston Celtics,107,Chicago Bulls,121,https://www.basketball-reference.com//boxscores/202211210CHI.html,,"20,786",United Center,
2022-11-21,8:00p,Portland Trail Blazers,111,Milwaukee Bucks,119,https://www.basketball-reference.com//boxscores/202211210MIL.html,,"17,341",Fiserv Forum,
2022-11-21,8:00p,Miami Heat,101,Minnesota Timberwolves,105,https://www.basketball-reference.com//boxscores/202211210MIN.html,,"16,583",Target Center,
2022-11-21,8:00p,Golden State Warriors,83,New Orleans Pelicans,128,https://www.basketball-reference.com//boxscores/202211210NOP.html,,"18,589",Smoothie King Center,
2022-11-21,8:00p,New York Knicks,129,Oklahoma City Thunder,119,https://www.basketball-reference.com//boxscores/202211210OKC.html,,"15,079",Paycom Center,
2022-11-21,10:30p,Utah Jazz,114,Los Angeles Clippers,121,https://www.basketball-reference.com//boxscores/202211210LAC.html,,"19,068",Crypto.com Arena,
2022-11-22,7:30p,Brooklyn Nets,106,Philadelphia 76ers,115,https://www.basketball-reference.com//boxscores/202211220PHI.html,,"20,184",Wells Fargo Center,
2022-11-22,8:00p,Sacramento Kings,113,Memphis Grizzlies,109,https://www.basketball-reference.com//boxscores/202211220MEM.html,,"16,826",FedEx Forum,
2022-11-22,9:00p,Detroit Pistons,110,Denver Nuggets,108,https://www.basketball-reference.com//boxscores/202211220DEN.html,,"19,635",Ball Arena,
2022-11-22,10:00p,Los Angeles Lakers,105,Phoenix Suns,115,https://www.basketball-reference.com//boxscores/202211220PHO.html,,"17,071",Footprint Center,
2022-11-23,7:00p,Philadelphia 76ers,101,Charlotte Hornets,107,https://www.basketball-reference.com//boxscores/202211230CHO.html,,"16,910",Spectrum Center,
2022-11-23,7:00p,Portland Trail Blazers,96,Cleveland Cavaliers,114,https://www.basketball-reference.com//boxscores/202211230CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2022-11-23,7:00p,Minnesota Timberwolves,115,Indiana Pacers,101,https://www.basketball-reference.com//boxscores/202211230IND.html,,"15,751",Gainbridge Fieldhouse,
2022-11-23,7:30p,Sacramento Kings,106,Atlanta Hawks,115,https://www.basketball-reference.com//boxscores/202211230ATL.html,,"18,173",State Farm Arena,
2022-11-23,7:30p,Dallas Mavericks,112,Boston Celtics,125,https://www.basketball-reference.com//boxscores/202211230BOS.html,,"19,156",TD Garden,
2022-11-23,7:30p,Washington Wizards,105,Miami Heat,113,https://www.basketball-reference.com//boxscores/202211230MIA.html,,"19,600",Kaseya Center,
2022-11-23,7:30p,Brooklyn Nets,112,Toronto Raptors,98,https://www.basketball-reference.com//boxscores/202211230TOR.html,,"19,800",Scotiabank Arena,
2022-11-23,8:00p,Chicago Bulls,118,Milwaukee Bucks,113,https://www.basketball-reference.com//boxscores/202211230MIL.html,,"17,341",Fiserv Forum,
2022-11-23,8:00p,Denver Nuggets,131,Oklahoma City Thunder,126,https://www.basketball-reference.com//boxscores/202211230OKC.html,OT,"13,656",Paycom Center,
2022-11-23,8:00p,New Orleans Pelicans,129,San Antonio Spurs,110,https://www.basketball-reference.com//boxscores/202211230SAS.html,,"14,947",AT&T Center,
2022-11-23,9:00p,Detroit Pistons,125,Utah Jazz,116,https://www.basketball-reference.com//boxscores/202211230UTA.html,,"18,206",Vivint Arena,
2022-11-23,10:00p,Los Angeles Clippers,107,Golden State Warriors,124,https://www.basketball-reference.com//boxscores/202211230GSW.html,,"18,064",Chase Center,
2022-11-25,5:00p,Minnesota Timberwolves,108,Charlotte Hornets,110,https://www.basketball-reference.com//boxscores/202211250CHO.html,,"17,924",Spectrum Center,
2022-11-25,7:00p,Philadelphia 76ers,107,Orlando Magic,99,https://www.basketball-reference.com//boxscores/202211250ORL.html,,"15,384",Amway Center,
2022-11-25,7:30p,Portland Trail Blazers,132,New York Knicks,129,https://www.basketball-reference.com//boxscores/202211250NYK.html,OT,"19,812",Madison Square Garden (IV),
2022-11-25,8:00p,Sacramento Kings,104,Boston Celtics,122,https://www.basketball-reference.com//boxscores/202211250BOS.html,,"19,156",TD Garden,
2022-11-25,8:00p,Atlanta Hawks,122,Houston Rockets,128,https://www.basketball-reference.com//boxscores/202211250HOU.html,,"16,669",Toyota Center,
2022-11-25,8:00p,Brooklyn Nets,117,Indiana Pacers,128,https://www.basketball-reference.com//boxscores/202211250IND.html,,"15,404",Gainbridge Fieldhouse,
2022-11-25,8:00p,New Orleans Pelicans,111,Memphis Grizzlies,132,https://www.basketball-reference.com//boxscores/202211250MEM.html,,"17,794",FedEx Forum,
2022-11-25,8:00p,Washington Wizards,107,Miami Heat,110,https://www.basketball-reference.com//boxscores/202211250MIA.html,,"19,600",Kaseya Center,
2022-11-25,8:00p,Cleveland Cavaliers,102,Milwaukee Bucks,117,https://www.basketball-reference.com//boxscores/202211250MIL.html,,"17,447",Fiserv Forum,
2022-11-25,8:00p,Chicago Bulls,119,Oklahoma City Thunder,123,https://www.basketball-reference.com//boxscores/202211250OKC.html,OT,"16,082",Paycom Center,
2022-11-25,8:00p,Los Angeles Lakers,105,San Antonio Spurs,94,https://www.basketball-reference.com//boxscores/202211250SAS.html,,"18,354",AT&T Center,
2022-11-25,9:00p,Detroit Pistons,102,Phoenix Suns,108,https://www.basketball-reference.com//boxscores/202211250PHO.html,,"17,071",Footprint Center,
2022-11-25,10:00p,Utah Jazz,118,Golden State Warriors,129,https://www.basketball-reference.com//boxscores/202211250GSW.html,,"18,064",Chase Center,
2022-11-25,10:30p,Denver Nuggets,114,Los Angeles Clippers,104,https://www.basketball-reference.com//boxscores/202211250LAC.html,,"16,559",Crypto.com Arena,
2022-11-26,5:00p,Dallas Mavericks,100,Toronto Raptors,105,https://www.basketball-reference.com//boxscores/202211260TOR.html,,"19,800",Scotiabank Arena,
2022-11-26,8:00p,Oklahoma City Thunder,105,Houston Rockets,118,https://www.basketball-reference.com//boxscores/202211260HOU.html,,"15,151",Toyota Center,
2022-11-26,8:00p,Los Angeles Lakers,143,San Antonio Spurs,138,https://www.basketball-reference.com//boxscores/202211260SAS.html,,"18,354",AT&T Center,
2022-11-26,9:00p,Utah Jazz,112,Phoenix Suns,113,https://www.basketball-reference.com//boxscores/202211260PHO.html,,"17,071",Footprint Center,
2022-11-27,3:00p,Portland Trail Blazers,97,Brooklyn Nets,111,https://www.basketball-reference.com//boxscores/202211270BRK.html,,"17,732",Barclays Center,
2022-11-27,3:30p,Golden State Warriors,137,Minnesota Timberwolves,114,https://www.basketball-reference.com//boxscores/202211270MIN.html,,"17,136",Target Center,
2022-11-27,4:00p,Indiana Pacers,100,Los Angeles Clippers,114,https://www.basketball-reference.com//boxscores/202211270LAC.html,,"16,805",Crypto.com Arena,
2022-11-27,5:00p,Miami Heat,106,Atlanta Hawks,98,https://www.basketball-reference.com//boxscores/202211270ATL.html,,"17,268",State Farm Arena,
2022-11-27,6:00p,Washington Wizards,121,Boston Celtics,130,https://www.basketball-reference.com//boxscores/202211270BOS.html,,"19,156",TD Garden,
2022-11-27,6:00p,Cleveland Cavaliers,102,Detroit Pistons,94,https://www.basketball-reference.com//boxscores/202211270DET.html,,"18,240",Little Caesars Arena,
