Date,Start Time (ET),Visitor,Visitor Points,Home,Home Points,Box Score,Overtime,Attendance,Arena,Notes
2023-03-29,8:00p,Detroit Pistons,106,Oklahoma City Thunder,107,https://www.basketball-reference.com//boxscores/202303290OKC.html,,"15,047",Paycom Center,
2023-03-29,8:00p,Utah Jazz,128,San Antonio Spurs,117,https://www.basketball-reference.com//boxscores/202303290SAS.html,,"18,354",AT&T Center,
2023-03-29,10:00p,Minnesota Timberwolves,100,Phoenix Suns,107,https://www.basketball-reference.com//boxscores/202303290PHO.html,,"17,071",Footprint Center,
2023-03-29,10:00p,Sacramento Kings,120,Portland Trail Blazers,80,https://www.basketball-reference.com//boxscores/202303290POR.html,,"18,550",Moda Center,
2023-03-30,7:30p,Boston Celtics,140,Milwaukee Bucks,99,https://www.basketball-reference.com//boxscores/202303300MIL.html,,"18,073",Fiserv Forum,
2023-03-30,10:00p,New Orleans Pelicans,107,Denver Nuggets,88,https://www.basketball-reference.com//boxscores/202303300DEN.html,,"19,728",Ball Arena,
2023-03-31,7:00p,Chicago Bulls,121,Charlotte Hornets,91,https://www.basketball-reference.com//boxscores/202303310CHO.html,,"18,768",Spectrum Center,
2023-03-31,7:00p,Oklahoma City Thunder,117,Indiana Pacers,121,https://www.basketball-reference.com//boxscores/202303310IND.html,,"16,506",Gainbridge Fieldhouse,
2023-03-31,7:00p,Toronto Raptors,110,Philadelphia 76ers,117,https://www.basketball-reference.com//boxscores/202303310PHI.html,,"20,993",Wells Fargo Center,
2023-03-31,7:00p,Orlando Magic,116,Washington Wizards,109,https://www.basketball-reference.com//boxscores/202303310WAS.html,,"16,411",Capital One Arena,
2023-03-31,7:30p,Utah Jazz,114,Boston Celtics,122,https://www.basketball-reference.com//boxscores/202303310BOS.html,,"19,156",TD Garden,
2023-03-31,7:30p,Atlanta Hawks,107,Brooklyn Nets,124,https://www.basketball-reference.com//boxscores/202303310BRK.html,,"17,849",Barclays Center,
2023-03-31,7:30p,New York Knicks,130,Cleveland Cavaliers,116,https://www.basketball-reference.com//boxscores/202303310CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-03-31,8:00p,Detroit Pistons,115,Houston Rockets,121,https://www.basketball-reference.com//boxscores/202303310HOU.html,,"15,844",Toyota Center,
2023-03-31,8:00p,Los Angeles Clippers,94,Memphis Grizzlies,108,https://www.basketball-reference.com//boxscores/202303310MEM.html,,"16,376",FedEx Forum,
2023-03-31,8:00p,Los Angeles Lakers,123,Minnesota Timberwolves,111,https://www.basketball-reference.com//boxscores/202303310MIN.html,,"18,978",Target Center,
2023-03-31,10:00p,San Antonio Spurs,115,Golden State Warriors,130,https://www.basketball-reference.com//boxscores/202303310GSW.html,,"18,064",Chase Center,
2023-03-31,10:00p,Sacramento Kings,138,Portland Trail Blazers,114,https://www.basketball-reference.com//boxscores/202303310POR.html,,"18,389",Moda Center,
2023-03-31,10:30p,Denver Nuggets,93,Phoenix Suns,100,https://www.basketball-reference.com//boxscores/202303310PHO.html,,"17,071",Footprint Center,
2023-04-01,7:30p,Dallas Mavericks,122,Miami Heat,129,https://www.basketball-reference.com//boxscores/202304010MIA.html,,"20,011",Kaseya Center,
2023-04-01,8:30p,Los Angeles Clippers,114,New Orleans Pelicans,122,https://www.basketball-reference.com//boxscores/202304010NOP.html,,"18,399",Smoothie King Center,
2023-04-02,1:00p,Toronto Raptors,128,Charlotte Hornets,108,https://www.basketball-reference.com//boxscores/202304020CHO.html,,"16,052",Spectrum Center,
2023-04-02,3:30p,Utah Jazz,110,Brooklyn Nets,111,https://www.basketball-reference.com//boxscores/202304020BRK.html,,"17,732",Barclays Center,
2023-04-02,3:30p,Memphis Grizzlies,107,Chicago Bulls,128,https://www.basketball-reference.com//boxscores/202304020CHI.html,,"20,944",United Center,
2023-04-02,3:30p,Portland Trail Blazers,107,Minnesota Timberwolves,105,https://www.basketball-reference.com//boxscores/202304020MIN.html,,"18,978",Target Center,
2023-04-02,6:00p,Dallas Mavericks,130,Atlanta Hawks,132,https://www.basketball-reference.com//boxscores/202304020ATL.html,OT,"17,678",State Farm Arena,
2023-04-02,6:00p,Washington Wizards,109,New York Knicks,118,https://www.basketball-reference.com//boxscores/202304020NYK.html,,"19,812",Madison Square Garden (IV),
2023-04-02,6:00p,Detroit Pistons,102,Orlando Magic,128,https://www.basketball-reference.com//boxscores/202304020ORL.html,,"19,431",Amway Center,
2023-04-02,6:00p,San Antonio Spurs,142,Sacramento Kings,134,https://www.basketball-reference.com//boxscores/202304020SAC.html,OT,"18,183",Golden 1 Center,
2023-04-02,7:00p,Los Angeles Lakers,134,Houston Rockets,109,https://www.basketball-reference.com//boxscores/202304020HOU.html,,"18,204",Toyota Center,
2023-04-02,7:00p,Phoenix Suns,128,Oklahoma City Thunder,118,https://www.basketball-reference.com//boxscores/202304020OKC.html,,"17,981",Paycom Center,
2023-04-02,8:00p,Indiana Pacers,105,Cleveland Cavaliers,115,https://www.basketball-reference.com//boxscores/202304020CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-04-02,8:00p,Philadelphia 76ers,104,Milwaukee Bucks,117,https://www.basketball-reference.com//boxscores/202304020MIL.html,,"17,532",Fiserv Forum,
2023-04-02,8:30p,Golden State Warriors,110,Denver Nuggets,112,https://www.basketball-reference.com//boxscores/202304020DEN.html,,"19,752",Ball Arena,
2023-04-04,7:00p,Toronto Raptors,120,Charlotte Hornets,100,https://www.basketball-reference.com//boxscores/202304040CHO.html,,"14,965",Spectrum Center,
2023-04-04,7:00p,Miami Heat,118,Detroit Pistons,105,https://www.basketball-reference.com//boxscores/202304040DET.html,,"18,453",Little Caesars Arena,
2023-04-04,7:00p,Cleveland Cavaliers,117,Orlando Magic,113,https://www.basketball-reference.com//boxscores/202304040ORL.html,,"19,449",Amway Center,
2023-04-04,7:00p,Milwaukee Bucks,140,Washington Wizards,128,https://www.basketball-reference.com//boxscores/202304040WAS.html,,"19,098",Capital One Arena,
2023-04-04,7:30p,Minnesota Timberwolves,107,Brooklyn Nets,102,https://www.basketball-reference.com//boxscores/202304040BRK.html,,"17,893",Barclays Center,
2023-04-04,8:00p,Atlanta Hawks,123,Chicago Bulls,105,https://www.basketball-reference.com//boxscores/202304040CHI.html,,"21,717",United Center,
2023-04-04,8:00p,Denver Nuggets,103,Houston Rockets,124,https://www.basketball-reference.com//boxscores/202304040HOU.html,,"16,924",Toyota Center,
2023-04-04,8:00p,Portland Trail Blazers,109,Memphis Grizzlies,119,https://www.basketball-reference.com//boxscores/202304040MEM.html,,"17,558",FedEx Forum,
2023-04-04,8:00p,Sacramento Kings,121,New Orleans Pelicans,103,https://www.basketball-reference.com//boxscores/202304040NOP.html,,"15,799",Smoothie King Center,
2023-04-04,8:00p,Boston Celtics,101,Philadelphia 76ers,103,https://www.basketball-reference.com//boxscores/202304040PHI.html,,"21,104",Wells Fargo Center,
2023-04-04,9:00p,Los Angeles Lakers,135,Utah Jazz,133,https://www.basketball-reference.com//boxscores/202304040UTA.html,OT,"18,206",Vivint Arena,
2023-04-04,10:00p,Oklahoma City Thunder,125,Golden State Warriors,136,https://www.basketball-reference.com//boxscores/202304040GSW.html,,"18,064",Chase Center,
2023-04-04,10:00p,San Antonio Spurs,94,Phoenix Suns,115,https://www.basketball-reference.com//boxscores/202304040PHO.html,,"17,071",Footprint Center,
2023-04-05,7:00p,Brooklyn Nets,123,Detroit Pistons,108,https://www.basketball-reference.com//boxscores/202304050DET.html,,"18,313",Little Caesars Arena,
2023-04-05,7:00p,New York Knicks,138,Indiana Pacers,129,https://www.basketball-reference.com//boxscores/202304050IND.html,,"16,789",Gainbridge Fieldhouse,
2023-04-05,7:30p,Washington Wizards,116,Atlanta Hawks,134,https://www.basketball-reference.com//boxscores/202304050ATL.html,,"17,727",State Farm Arena,
2023-04-05,7:30p,Toronto Raptors,93,Boston Celtics,97,https://www.basketball-reference.com//boxscores/202304050BOS.html,,"19,156",TD Garden,
2023-04-05,7:30p,Chicago Bulls,92,Milwaukee Bucks,105,https://www.basketball-reference.com//boxscores/202304050MIL.html,,"17,679",Fiserv Forum,
2023-04-05,8:00p,Memphis Grizzlies,131,New Orleans Pelicans,138,https://www.basketball-reference.com//boxscores/202304050NOP.html,OT,"17,232",Smoothie King Center,
2023-04-05,8:30p,Sacramento Kings,119,Dallas Mavericks,123,https://www.basketball-reference.com//boxscores/202304050DAL.html,,"20,271",American Airlines Center,
2023-04-05,10:00p,Los Angeles Lakers,118,Los Angeles Clippers,125,https://www.basketball-reference.com//boxscores/202304050LAC.html,,"19,068",Crypto.com Arena,
2023-04-06,7:00p,Cleveland Cavaliers,118,Orlando Magic,94,https://www.basketball-reference.com//boxscores/202304060ORL.html,,"19,235",Amway Center,
2023-04-06,7:30p,Miami Heat,129,Philadelphia 76ers,101,https://www.basketball-reference.com//boxscores/202304060PHI.html,,"21,178",Wells Fargo Center,
2023-04-06,8:00p,Portland Trail Blazers,127,San Antonio Spurs,129,https://www.basketball-reference.com//boxscores/202304060SAS.html,,"16,023",Moody Center,
2023-04-06,9:00p,Oklahoma City Thunder,114,Utah Jazz,98,https://www.basketball-reference.com//boxscores/202304060UTA.html,,"18,206",Vivint Arena,
2023-04-06,10:00p,Denver Nuggets,115,Phoenix Suns,119,https://www.basketball-reference.com//boxscores/202304060PHO.html,,"17,071",Footprint Center,
2023-04-07,7:00p,Houston Rockets,112,Charlotte Hornets,109,https://www.basketball-reference.com//boxscores/202304070CHO.html,,"19,102",Spectrum Center,
2023-04-07,7:00p,Detroit Pistons,122,Indiana Pacers,115,https://www.basketball-reference.com//boxscores/202304070IND.html,,"17,274",Gainbridge Fieldhouse,
2023-04-07,7:00p,Miami Heat,108,Washington Wizards,114,https://www.basketball-reference.com//boxscores/202304070WAS.html,,"20,476",Capital One Arena,
2023-04-07,7:30p,Philadelphia 76ers,136,Atlanta Hawks,131,https://www.basketball-reference.com//boxscores/202304070ATL.html,OT,"17,627",State Farm Arena,
2023-04-07,7:30p,Toronto Raptors,102,Boston Celtics,121,https://www.basketball-reference.com//boxscores/202304070BOS.html,,"19,156",TD Garden,
2023-04-07,7:30p,Orlando Magic,84,Brooklyn Nets,101,https://www.basketball-reference.com//boxscores/202304070BRK.html,,"18,177",Barclays Center,
2023-04-07,8:00p,Memphis Grizzlies,137,Milwaukee Bucks,114,https://www.basketball-reference.com//boxscores/202304070MIL.html,,"18,010",Fiserv Forum,
2023-04-07,8:00p,New York Knicks,105,New Orleans Pelicans,113,https://www.basketball-reference.com//boxscores/202304070NOP.html,,"18,656",Smoothie King Center,
2023-04-07,8:30p,Chicago Bulls,115,Dallas Mavericks,112,https://www.basketball-reference.com//boxscores/202304070DAL.html,,"20,313",American Airlines Center,
2023-04-07,10:00p,Golden State Warriors,119,Sacramento Kings,97,https://www.basketball-reference.com//boxscores/202304070SAC.html,,"18,253",Golden 1 Center,
2023-04-07,10:30p,Phoenix Suns,107,Los Angeles Lakers,121,https://www.basketball-reference.com//boxscores/202304070LAL.html,,"18,997",Crypto.com Arena,
2023-04-08,3:30p,Denver Nuggets,114,Utah Jazz,118,https://www.basketball-reference.com//boxscores/202304080UTA.html,,"18,206",Vivint Arena,
2023-04-08,4:00p,Portland Trail Blazers,125,Los Angeles Clippers,136,https://www.basketball-reference.com//boxscores/202304080LAC.html,,"19,068",Crypto.com Arena,
2023-04-08,4:00p,Minnesota Timberwolves,151,San Antonio Spurs,131,https://www.basketball-reference.com//boxscores/202304080SAS.html,,"16,148",Moody Center,
2023-04-09,1:00p,Atlanta Hawks,114,Boston Celtics,120,https://www.basketball-reference.com//boxscores/202304090BOS.html,,"19,156",TD Garden,
2023-04-09,1:00p,Philadelphia 76ers,134,Brooklyn Nets,105,https://www.basketball-reference.com//boxscores/202304090BRK.html,,"17,732",Barclays Center,
2023-04-09,1:00p,Detroit Pistons,81,Chicago Bulls,103,https://www.basketball-reference.com//boxscores/202304090CHI.html,,"21,530",United Center,
2023-04-09,1:00p,Charlotte Hornets,106,Cleveland Cavaliers,95,https://www.basketball-reference.com//boxscores/202304090CLE.html,,"19,432",Rocket Mortgage Fieldhouse,
2023-04-09,1:00p,Orlando Magic,110,Miami Heat,123,https://www.basketball-reference.com//boxscores/202304090MIA.html,,"19,894",Kaseya Center,
2023-04-09,1:00p,Indiana Pacers,141,New York Knicks,136,https://www.basketball-reference.com//boxscores/202304090NYK.html,,"19,812",Madison Square Garden (IV),
2023-04-09,1:00p,Milwaukee Bucks,105,Toronto Raptors,121,https://www.basketball-reference.com//boxscores/202304090TOR.html,,"19,800",Scotiabank Arena,
2023-04-09,1:00p,Houston Rockets,114,Washington Wizards,109,https://www.basketball-reference.com//boxscores/202304090WAS.html,,"15,233",Capital One Arena,
2023-04-09,3:30p,San Antonio Spurs,138,Dallas Mavericks,117,https://www.basketball-reference.com//boxscores/202304090DAL.html,,"20,141",American Airlines Center,
2023-04-09,3:30p,Sacramento Kings,95,Denver Nuggets,109,https://www.basketball-reference.com//boxscores/202304090DEN.html,,"19,652",Ball Arena,
2023-04-09,3:30p,Utah Jazz,117,Los Angeles Lakers,128,https://www.basketball-reference.com//boxscores/202304090LAL.html,,"18,997",Crypto.com Arena,
2023-04-09,3:30p,New Orleans Pelicans,108,Minnesota Timberwolves,113,https://www.basketball-reference.com//boxscores/202304090MIN.html,,"18,978",Target Center,
2023-04-09,3:30p,Memphis Grizzlies,100,Oklahoma City Thunder,115,https://www.basketball-reference.com//boxscores/202304090OKC.html,,"16,601",Paycom Center,
2023-04-09,3:30p,Los Angeles Clippers,119,Phoenix Suns,114,https://www.basketball-reference.com//boxscores/202304090PHO.html,,"17,071",Footprint Center,
2023-04-09,3:30p,Golden State Warriors,157,Portland Trail Blazers,101,https://www.basketball-reference.com//boxscores/202304090POR.html,,"19,731",Moda Center,
2023-04-11,7:30p,Atlanta Hawks,116,Miami Heat,105,https://www.basketball-reference.com//boxscores/202304110MIA.html,,"19,662",Kaseya Center,Play-In Game
2023-04-11,10:00p,Minnesota Timberwolves,102,Los Angeles Lakers,108,https://www.basketball-reference.com//boxscores/202304110LAL.html,OT,"18,997",Crypto.com Arena,Play-In Game
2023-04-12,7:00p,Chicago Bulls,109,Toronto Raptors,105,https://www.basketball-reference.com//boxscores/202304120TOR.html,,"19,800",Scotiabank Arena,Play-In Game
2023-04-12,9:30p,Oklahoma City Thunder,123,New Orleans Pelicans,118,https://www.basketball-reference.com//boxscores/202304120NOP.html,,"18,715",Smoothie King Center,Play-In Game
2023-04-14,7:00p,Chicago Bulls,91,Miami Heat,102,https://www.basketball-reference.com//boxscores/202304140MIA.html,,"19,678",Kaseya Center,Play-In Game
2023-04-14,9:30p,Oklahoma City Thunder,95,Minnesota Timberwolves,120,https://www.basketball-reference.com//boxscores/202304140MIN.html,,"19,304",Target Center,Play-In Game
2023-04-15,1:00p,Brooklyn Nets,101,Philadelphia 76ers,121,https://www.basketball-reference.com//boxscores/202304150PHI.html,,"20,913",Wells Fargo Center,Playoffs
2023-04-15,3:30p,Atlanta Hawks,99,Boston Celtics,112,https://www.basketball-reference.com//boxscores/202304150BOS.html,,"19,156",TD Garden,Playoffs
2023-04-15,6:00p,New York Knicks,101,Cleveland Cavaliers,97,https://www.basketball-reference.com//boxscores/202304150CLE.html,,"19,432",Rocket Mortgage Fieldhouse,Playoffs
2023-04-15,8:30p,Golden State Warriors,123,Sacramento Kings,126,https://www.basketball-reference.com//boxscores/202304150SAC.html,,"18,253",Golden 1 Center,Playoffs
2023-04-16,3:00p,Los Angeles Lakers,128,Memphis Grizzlies,112,https://www.basketball-reference.com//boxscores/202304160MEM.html,,"18,487",FedEx Forum,Playoffs
2023-04-16,5:30p,Miami Heat,130,Milwaukee Bucks,117,https://www.basketball-reference.com//boxscores/202304160MIL.html,,"17,381",Fiserv Forum,Playoffs
2023-04-16,8:00p,Los Angeles Clippers,115,Phoenix Suns,110,https://www.basketball-reference.com//boxscores/202304160PHO.html,,"17,071",Footprint Center,Playoffs
2023-04-16,10:30p,Minnesota Timberwolves,80,Denver Nuggets,109,https://www.basketball-reference.com//boxscores/202304160DEN.html,,"19,628",Ball Arena,Playoffs
2023-04-17,7:30p,Brooklyn Nets,84,Philadelphia 76ers,96,https://www.basketball-reference.com//boxscores/202304170PHI.html,,"20,958",Wells Fargo Center,Playoffs
2023-04-17,10:00p,Golden State Warriors,106,Sacramento Kings,114,https://www.basketball-reference.com//boxscores/202304170SAC.html,,"18,253",Golden 1 Center,Playoffs
2023-04-18,7:00p,Atlanta Hawks,106,Boston Celtics,119,https://www.basketball-reference.com//boxscores/202304180BOS.html,,"19,156",TD Garden,Playoffs
2023-04-18,7:30p,New York Knicks,90,Cleveland Cavaliers,107,https://www.basketball-reference.com//boxscores/202304180CLE.html,,"19,432",Rocket Mortgage Fieldhouse,Playoffs
2023-04-18,10:00p,Los Angeles Clippers,109,Phoenix Suns,123,https://www.basketball-reference.com//boxscores/202304180PHO.html,,"17,071",Footprint Center,Playoffs
2023-04-19,7:30p,Los Angeles Lakers,93,Memphis Grizzlies,103,https://www.basketball-reference.com//boxscores/202304190MEM.html,,"17,928",FedEx Forum,Playoffs
2023-04-19,9:00p,Miami Heat,122,Milwaukee Bucks,138,https://www.basketball-reference.com//boxscores/202304190MIL.html,,"17,576",Fiserv Forum,Playoffs
2023-04-19,10:00p,Minnesota Timberwolves,113,Denver Nuggets,122,https://www.basketball-reference.com//boxscores/202304190DEN.html,,"19,683",Ball Arena,Playoffs
2023-04-20,7:30p,Philadelphia 76ers,102,Brooklyn Nets,97,https://www.basketball-reference.com//boxscores/202304200BRK.html,,"17,910",Barclays Center,Playoffs
2023-04-20,10:00p,Sacramento Kings,97,Golden State Warriors,114,https://www.basketball-reference.com//boxscores/202304200GSW.html,,"18,064",Chase Center,Playoffs
2023-04-20,10:30p,Phoenix Suns,129,Los Angeles Clippers,124,https://www.basketball-reference.com//boxscores/202304200LAC.html,,"19,068",Crypto.com Arena,Playoffs
2023-04-21,7:00p,Boston Celtics,122,Atlanta Hawks,130,https://www.basketball-reference.com//boxscores/202304210ATL.html,,"18,536",State Farm Arena,Playoffs
2023-04-21,8:30p,Cleveland Cavaliers,79,New York Knicks,99,https://www.basketball-reference.com//boxscores/202304210NYK.html,,"19,812",Madison Square Garden (IV),Playoffs
2023-04-21,9:30p,Denver Nuggets,120,Minnesota Timberwolves,111,https://www.basketball-reference.com//boxscores/202304210MIN.html,,"19,536",Target Center,Playoffs
2023-04-22,1:00p,Philadelphia 76ers,96,Brooklyn Nets,88,https://www.basketball-reference.com//boxscores/202304220BRK.html,,"18,037",Barclays Center,Playoffs
2023-04-22,3:30p,Phoenix Suns,112,Los Angeles Clippers,100,https://www.basketball-reference.com//boxscores/202304220LAC.html,,"19,068",Crypto.com Arena,Playoffs
2023-04-22,7:30p,Milwaukee Bucks,99,Miami Heat,121,https://www.basketball-reference.com//boxscores/202304220MIA.html,,"19,734",Kaseya Center,Playoffs
2023-04-22,10:00p,Memphis Grizzlies,101,Los Angeles Lakers,111,https://www.basketball-reference.com//boxscores/202304220LAL.html,,"18,997",Crypto.com Arena,Playoffs
2023-04-23,1:00p,Cleveland Cavaliers,93,New York Knicks,102,https://www.basketball-reference.com//boxscores/202304230NYK.html,,"19,812",Madison Square Garden (IV),Playoffs
2023-04-23,3:30p,Sacramento Kings,125,Golden State Warriors,126,https://www.basketball-reference.com//boxscores/202304230GSW.html,,"18,064",Chase Center,Playoffs
2023-04-23,7:00p,Boston Celtics,129,Atlanta Hawks,121,https://www.basketball-reference.com//boxscores/202304230ATL.html,,"19,144",State Farm Arena,Playoffs
2023-04-23,9:30p,Denver Nuggets,108,Minnesota Timberwolves,114,https://www.basketball-reference.com//boxscores/202304230MIN.html,OT,"18,978",Target Center,Playoffs
2023-04-24,7:30p,Milwaukee Bucks,114,Miami Heat,119,https://www.basketball-reference.com//boxscores/202304240MIA.html,,"19,614",Kaseya Center,Playoffs
2023-04-24,10:00p,Memphis Grizzlies,111,Los Angeles Lakers,117,https://www.basketball-reference.com//boxscores/202304240LAL.html,OT,"18,997",Crypto.com Arena,Playoffs
2023-04-25,7:30p,Atlanta Hawks,119,Boston Celtics,117,https://www.basketball-reference.com//boxscores/202304250BOS.html,,"19,156",TD Garden,Playoffs
2023-04-25,9:00p,Minnesota Timberwolves,109,Denver Nuggets,112,https://www.basketball-reference.com//boxscores/202304250DEN.html,,"19,691",Ball Arena,Playoffs
2023-04-25,10:00p,Los Angeles Clippers,130,Phoenix Suns,136,https://www.basketball-reference.com//boxscores/202304250PHO.html,,"17,071",Footprint Center,Playoffs
2023-04-26,7:00p,New York Knicks,106,Cleveland Cavaliers,95,https://www.basketball-reference.com//boxscores/202304260CLE.html,,"19,432",Rocket Mortgage Fieldhouse,Playoffs
2023-04-26,7:30p,Los Angeles Lakers,99,Memphis Grizzlies,116,https://www.basketball-reference.com//boxscores/202304260MEM.html,,"18,117",FedEx Forum,Playoffs
2023-04-26,9:30p,Miami Heat,128,Milwaukee Bucks,126,https://www.basketball-reference.com//boxscores/202304260MIL.html,OT,"18,113",Fiserv Forum,Playoffs
2023-04-26,10:00p,Golden State Warriors,123,Sacramento Kings,116,https://www.basketball-reference.com//boxscores/202304260SAC.html,,"18,253",Golden 1 Center,Playoffs
2023-04-27,8:30p,Boston Celtics,128,Atlanta Hawks,120,https://www.basketball-reference.com//boxscores/202304270ATL.html,,"19,176",State Farm Arena,Playoffs
2023-04-28,8:00p,Sacramento Kings,118,Golden State Warriors,99,https://www.basketball-reference.com//boxscores/202304280GSW.html,,"18,064",Chase Center,Playoffs
2023-04-28,10:30p,Memphis Grizzlies,85,Los Angeles Lakers,125,https://www.basketball-reference.com//boxscores/202304280LAL.html,,"18,997",Crypto.com Arena,Playoffs
2023-04-29,8:30p,Phoenix Suns,107,Denver Nuggets,125,https://www.basketball-reference.com//boxscores/202304290DEN.html,,"19,762",Ball Arena,Playoffs
2023-04-30,1:00p,Miami Heat,108,New York Knicks,101,https://www.basketball-reference.com//boxscores/202304300NYK.html,,"19,812",Madison Square Garden (IV),Playoffs
2023-04-30,3:30p,Golden State Warriors,120,Sacramento Kings,100,https://www.basketball-reference.com//boxscores/202304300SAC.html,,"18,253",Golden 1 Center,Playoffs
2023-05-01,7:30p,Philadelphia 76ers,119,Boston Celtics,115,https://www.basketball-reference.com//boxscores/202305010BOS.html,,"19,156",TD Garden,Playoffs
2023-05-01,10:00p,Phoenix Suns,87,Denver Nuggets,97,https://www.basketball-reference.com//boxscores/202305010DEN.html,,"19,592",Ball Arena,Playoffs
2023-05-02,7:30p,Miami Heat,105,New York Knicks,111,https://www.basketball-reference.com//boxscores/202305020NYK.html,,"19,812",Madison Square Garden (IV),Playoffs
2023-05-02,10:00p,Los Angeles Lakers,117,Golden State Warriors,112,https://www.basketball-reference.com//boxscores/202305020GSW.html,,"18,064",Chase Center,Playoffs
2023-05-03,8:00p,Philadelphia 76ers,87,Boston Celtics,121,https://www.basketball-reference.com//boxscores/202305030BOS.html,,"19,156",TD Garden,Playoffs
2023-05-04,9:00p,Los Angeles Lakers,100,Golden State Warriors,127,https://www.basketball-reference.com//boxscores/202305040GSW.html,,"18,064",Chase Center,Playoffs
2023-05-05,7:30p,Boston Celtics,114,Philadelphia 76ers,102,https://www.basketball-reference.com//boxscores/202305050PHI.html,,"21,290",Wells Fargo Center,Playoffs
2023-05-05,10:00p,Denver Nuggets,114,Phoenix Suns,121,https://www.basketball-reference.com//boxscores/202305050PHO.html,,"17,071",Footprint Center,Playoffs
2023-05-06,3:30p,New York Knicks,86,Miami Heat,105,https://www.basketball-reference.com//boxscores/202305060MIA.html,,"19,927",Kaseya Center,Playoffs
2023-05-06,8:30p,Golden State Warriors,97,Los Angeles Lakers,127,https://www.basketball-reference.com//boxscores/202305060LAL.html,,"18,997",Crypto.com Arena,Playoffs
2023-05-07,3:30p,Boston Celtics,115,Philadelphia 76ers,116,https://www.basketball-reference.com//boxscores/202305070PHI.html,OT,"21,264",Wells Fargo Center,Playoffs
2023-05-07,8:00p,Denver Nuggets,124,Phoenix Suns,129,https://www.basketball-reference.com//boxscores/202305070PHO.html,,"17,071",Footprint Center,Playoffs
2023-05-08,7:30p,New York Knicks,101,Miami Heat,109,https://www.basketball-reference.com//boxscores/202305080MIA.html,,"19,769",Kaseya Center,Playoffs
2023-05-08,10:00p,Golden State Warriors,101,Los Angeles Lakers,104,https://www.basketball-reference.com//boxscores/202305080LAL.html,,"18,997",Crypto.com Arena,Playoffs
2023-05-09,7:30p,Philadelphia 76ers,115,Boston Celtics,103,https://www.basketball-reference.com//boxscores/202305090BOS.html,,"19,156",TD Garden,Playoffs
2023-05-09,10:00p,Phoenix Suns,102,Denver Nuggets,118,https://www.basketball-reference.com//boxscores/202305090DEN.html,,"19,773",Ball Arena,Playoffs
2023-05-10,7:30p,Miami Heat,103,New York Knicks,112,https://www.basketball-reference.com//boxscores/202305100NYK.html,,"19,812",Madison Square Garden (IV),Playoffs
2023-05-10,10:00p,Los Angeles Lakers,106,Golden State Warriors,121,https://www.basketball-reference.com//boxscores/202305100GSW.html,,"18,064",Chase Center,Playoffs
2023-05-11,7:30p,Boston Celtics,95,Philadelphia 76ers,86,https://www.basketball-reference.com//boxscores/202305110PHI.html,,"21,337",Wells Fargo Center,Playoffs
2023-05-11,10:00p,Denver Nuggets,125,Phoenix Suns,100,https://www.basketball-reference.com//boxscores/202305110PHO.html,,"17,071",Footprint Center,Playoffs
2023-05-12,7:30p,New York Knicks,92,Miami Heat,96,https://www.basketball-reference.com//boxscores/202305120MIA.html,,"19,737",Kaseya Center,Playoffs
2023-05-12,10:00p,Golden State Warriors,101,Los Angeles Lakers,122,https://www.basketball-reference.com//boxscores/202305120LAL.html,,"18,997",Crypto.com Arena,Playoffs
2023-05-14,3:30p,Philadelphia 76ers,88,Boston Celtics,112,https://www.basketball-reference.com//boxscores/202305140BOS.html,,"19,156",TD Garden,Playoffs
2023-05-16,8:30p,Los Angeles Lakers,126,Denver Nuggets,132,https://www.basketball-reference.com//boxscores/202305160DEN.html,,"19,633",Ball Arena,Playoffs
2023-05-17,8:30p,Miami Heat,123,Boston Celtics,116,https://www.basketball-reference.com//boxscores/202305170BOS.html,,"19,156",TD Garden,Playoffs
2023-05-18,8:30p,Los Angeles Lakers,103,Denver Nuggets,108,https://www.basketball-reference.com//boxscores/202305180DEN.html,,"19,742",Ball Arena,Playoffs
2023-05-19,8:30p,Miami Heat,111,Boston Celtics,105,https://www.basketball-reference.com//boxscores/202305190BOS.html,,"19,156",TD Garden,Playoffs
2023-05-20,8:30p,Denver Nuggets,119,Los Angeles Lakers,108,https://www.basketball-reference.com//boxscores/202305200LAL.html,,"18,997",Crypto.com Arena,Playoffs
2023-05-21,8:30p,Boston Celtics,102,Miami Heat,128,https://www.basketball-reference.com//boxscores/202305210MIA.html,,"20,088",Kaseya Center,Playoffs
2023-05-22,8:30p,Denver Nuggets,113,Los Angeles Lakers,111,https://www.basketball-reference.com//boxscores/202305220LAL.html,,"18,997",Crypto.com Arena,Playoffs
2023-05-23,8:30p,Boston Celtics,116,Miami Heat,99,https://www.basketball-reference.com//boxscores/202305230MIA.html,,"20,147",Kaseya Center,Playoffs
2023-05-25,8:30p,Miami Heat,97,Boston Celtics,110,https://www.basketball-reference.com//boxscores/202305250BOS.html,,"19,156",TD Garden,Playoffs
2023-05-27,8:30p,Boston Celtics,104,Miami Heat,103,https://www.basketball-reference.com//boxscores/202305270MIA.html,,"20,201",Kaseya Center,Playoffs
2023-05-29,8:30p,Miami Heat,103,Boston Celtics,84,https://www.basketball-reference.com//boxscores/202305290BOS.html,,"19,156",TD Garden,Playoffs
